"timetocompletesurvey","Pseudonym","gender","Age","Familienstand","Children","AnzahlKinder","NoInstrument","ImChoraktiv","PrivaterMusikunterricht","ConsumptionRadio","ConsumptionPhysical","ConsumptionDigital","ConsumptionFreeStreaming","ConsumptionPremiumStreaming","ConsumptionOnlineRadio","ConsumptionLive","ActiveListening","AktiveSuchenachneuerMusik","MusicAppreciation","Spending_CD_Albums","Spending_CD_Singles","Spending_Music_DVD","Spending_Vinyl","Spending_DigitaleAlbums","Spending_DigitalTracks","Spending_Stream","Spending_OtherAbos","Warumamhäufigstengekauft","datetimeofsurveystart","dateoflastaccess","panel","Bildung","Beschäftigung","IncomeRaw","No_Mainstream_7Likert","Spending_Concerts","Spending_Festivals","Spending_ClubConcerts","Spending_DeluxeBoxes","Livestream_WTP","Winter2018_19","Summer2019","Winter2019_20","Summer2020","Winter2020_21","Consumption_Live","Consumption_Rec","s_Consumption_Physical_R","s_Consumption_PremiumStream_R","s_Consumption_FreeStream_R","s_Consumption_Digital_R","s_Consumption_Radio_R","s_Consumption_OnlineRadio_R","s_Consumption_R","s_No_Consumption_R","Consumption_Total","No_Consumption","ln_Consumption_Total","ln_Consumption_Rec","ln_Consumption_Live","Outlier_Consumption","Outlier_Consumption_Panel","Spending_Physical","Spending_Digital","Spending_Streaming","Spending_Rec","Spending_Live","s_Spending_Physical_R","s_Spending_Digital_R","s_Spending_Streaming_R","Spending_Total","No_Spending","ln_Spending_Total","ln_Spending_Rec","ln_Spending_Live","s_Spending_R","s_No_Spending_R","Outlier_Spending","Outlier_Spending_Panel","Corona","Summer","Winter","PurchaseReason_Atmosphere","PurchaseReason_Flexibility","PurchaseReason_Habit","PurchaseReason_None","PurchaseReason_Mobility","PurchaseReason_Other","PurchaseReason_SoundQuality","MaritalStat_LivAlone","MaritalStat_LivAlone_Partner","MaritalStat_LivTogether_Partner","MaritalStatus","Education_HighSchool","Education_Bachelor","Education_TechnicalDiploma","Education_Elementary","Education_NoneDegree","Education_Master","Education_MiddleSchool","Education_PhD","Education","GenderOther","GenderMale","GenderFemale","Occupation_Employed","Occupation_Apprenticeship","Occupation_Household","Occupation_None","Occupation_School","Occupation_Selfemployed","Occupation_Other","Occupation_University","Occupation","MainstreamMusic","Playinstrument","MusicEducation","Income","Income_Mean","IncomeImputation","ln_Income","MusicAppreciation_Mean","MusicAppreciationImputation","Outlier_Missing","Outlier_Missing_Panel","Number_Waves"
689,3457122875360,"weiblich",58,"allein lebend",0,0,1,0,1,2,0,1,0,0,0,0,1,"Nein",2,0,0,0,0,0,0,0,0,"ich kaufe keine Musik","","",6,"Mittlere Reife / Realschulabschluss","Angestellte/r","501 Euro bis 1.000 Euro",2,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0.333333333333333,0.666666666666667,0,1,0,3,0,1.38629436111989,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,3,6,0,1,750,850,750,6.62007320653036,2.6,2,0,0,5
880,3534235211840,"männlich",35,"in einer festen Partnerschaft zusammenlebend",1,2,0,0,0,0,2,6,0,0,0,0,3,"Ja",5,0,0,0,0,0,0,0,0,"Gewohnheit","","",6,"Mittlere Reife / Realschulabschluss","Angestellte/r","3.001 Euro bis 3.500 Euro",6,0,0,0,0,0,0,0,0,0,1,0,8,0.25,0,0,0.75,0,0,1,0,8,0,2.19722457733622,2.19722457733622,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,3,2,1,1,3250,3050,3250,8.08641027532378,4.6,5,0,0,5
578,3245531091200,"männlich",55,"in einer festen Partnerschaft zusammenlebend",0,0,1,0,0,0,0,0,0,1,1,0,7,"Ja",7,0,0,0,0,0,0,0,0,"Sonstiges","","",6,"Abitur","Angestellte/r","3.001 Euro bis 3.500 Euro",4,0,0,0,0,20,0,0,0,0,1,0,2,0,0.5,0,0,0,0.5,1,0,2,0,1.09861228866811,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,3,4,0,0,3250,3550,3250,8.08641027532378,6.8,7,0,0,5
667,3265924227440,"männlich",61,"in einer festen Partnerschaft zusammenlebend",1,2,1,0,0,1,7,0,0,0,15,0,3,"Nein",4,0,0,0,0,0,0,0,0,"Gewohnheit","","",6,"Mittlere Reife / Realschulabschluss","Sonstiges","2.501 Euro bis 3.000 Euro",6,0,0,0,0,0,0,0,0,0,1,0,23,0.304347826086957,0,0,0,0.0434782608695652,0.652173913043478,1,0,23,0,3.17805383034795,3.17805383034795,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,4,2,0,0,2750,1450,2750,7.91935619066062,4.2,4,0,0,5
1218,3428464779840,"männlich",53,"allein lebend UND in einer festen Partnerschaft",0,0,1,0,0,1,1,1,0,0,8,0,3,"Nein",7,0,0,0,0,0,0,0,0,"Sonstiges","","",6,"Hauptschulabschluss","ohne Beschäftigung","weniger als 500 Euro",4,0,0,0,0,15,0,0,0,0,1,0,11,0.0909090909090909,0,0,0.0909090909090909,0.0909090909090909,0.727272727272727,1,0,11,0,2.484906649788,2.484906649788,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,0,0,250,250,250,5.52146091786225,5.6,7,0,0,5
1000,3570808531920,"männlich",45,"allein lebend",0,0,1,0,0,5,2,1,0,0,0,0,6,"Nein",7,25,0,0,0,0,0,0,0,"Sonstiges","","",6,"Mittlere Reife / Realschulabschluss","Hausmann / Hausfrau","1.001 Euro bis 1.500 Euro",4,0,0,0,0,10,0,0,0,0,1,0,8,0.25,0,0,0.125,0.625,0,1,0,8,0,2.19722457733622,2.19722457733622,0,0,0,25,0,0,25,0,1,0,0,25,0,3.25809653802148,3.25809653802148,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,4,0,0,1250,1850,1250,7.13089883029635,6,7,0,0,5
769,3373931195360,"männlich",47,"in einer festen Partnerschaft zusammenlebend",1,1,1,0,0,10,1,1,0,0,5,0,1,"Nein",5,20,0,0,0,0,0,0,0,"Mobilität","","",6,"Master / Diplom / Magister / Staatsexamen","Angestellte/r","3.501 Euro bis 4.000 Euro",6,0,0,0,0,0,0,0,0,0,1,0,17,0.0588235294117647,0,0,0.0588235294117647,0.588235294117647,0.294117647058824,1,0,17,0,2.89037175789616,2.89037175789616,0,0,0,20,0,0,20,0,1,0,0,20,0,3.04452243772342,3.04452243772342,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,3,2,0,0,3750,4250,3750,8.22951111896446,5.6,5,0,0,5
775,3451231787760,"weiblich",35,"in einer festen Partnerschaft zusammenlebend",1,2,1,0,0,14,0,0,0,14,0,0,4,"Nein",1,0,0,0,0,0,0,0,0,"ich kaufe keine Musik","","",6,"Mittlere Reife / Realschulabschluss","Angestellte/r","2.501 Euro bis 3.000 Euro",4,0,0,0,0,0,0,0,0,0,1,0,28,0,0.5,0,0,0.5,0,1,0,28,0,3.36729582998647,3.36729582998647,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,3,4,0,0,2750,1850,2750,7.91935619066062,1,1,0,0,5
1415,3265022475200,"männlich",65,"allein lebend",0,0,1,0,0,3,0,1,20,0,0,0,2,"Nein",3,0,0,0,0,0,0,0,0,"ich kaufe keine Musik","","",6,"Mittlere Reife / Realschulabschluss","ohne Beschäftigung","1.001 Euro bis 1.500 Euro",4,0,0,0,0,8,0,0,0,0,1,0,24,0,0,0.833333333333333,0.0416666666666667,0.125,0,1,0,24,0,3.2188758248682,3.2188758248682,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,4,0,0,1250,1050,1250,7.13089883029635,2,3,0,0,5
885,3935757051600,"weiblich",52,"in einer festen Partnerschaft zusammenlebend",1,1,0,0,1,7,0,0,1,0,21,0,6,"Nein",7,0,100,0,0,0,0,0,0,"Gewohnheit","","",6,"Bachelor","Angestellte/r","2.001 Euro bis 2.500 Euro",2,0,0,0,0,60,0,0,0,0,1,0,29,0,0,0.0344827586206897,0,0.241379310344828,0.724137931034483,1,0,29,0,3.40119738166216,3.40119738166216,0,0,0,100,0,0,100,0,1,0,0,100,0,4.61512051684126,4.61512051684126,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,3,6,1,2,2250,3050,2250,7.71868549519847,6,7,0,0,5
759,3731850971520,"männlich",52,"in einer festen Partnerschaft zusammenlebend",0,0,1,0,0,0,0,0,0,0,0,0,5,"Nein",1,0,0,0,0,0,0,0,0,"ich kaufe keine Musik","","",6,"Hauptschulabschluss","Angestellte/r","3.001 Euro bis 3.500 Euro",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,6,0,0,3250,2750,3250,8.08641027532378,3.4,1,0,0,5
784,3616906523680,"männlich",51,"allein lebend",0,0,1,0,0,0,0,0,0,0,0,0,1,"Nein",2,0,0,0,0,0,0,0,0,"Sonstiges","","",6,"Hauptschulabschluss","ohne Beschäftigung","weniger als 500 Euro",6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,250,650,250,5.52146091786225,2.4,2,0,0,5
742,3487969883280,"männlich",57,"allein lebend",0,0,0,0,0,4,14,7,0,0,0,0,5,"Nein",4,0,0,0,0,0,0,0,0,"Flexibilität","","",6,"Abitur","Selbständige/r","4.501 Euro bis 5.000 Euro",5,0,0,0,0,0,0,0,0,0,1,0,25,0.56,0,0,0.28,0.16,0,1,0,25,0,3.25809653802148,3.25809653802148,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,3,3,1,1,4750,3850,4750,8.46589989702869,5.4,4,0,0,5
496,3568748075360,"männlich",45,"in einer festen Partnerschaft zusammenlebend",1,1,1,0,0,3,0,0,0,0,0,0,4,"Nein",3,0,0,0,0,0,0,0,0,"ich kaufe keine Musik","","",6,"Mittlere Reife / Realschulabschluss","Selbständige/r","4.001 Euro bis 4.500 Euro",2,0,0,0,0,5,0,0,0,0,1,0,3,0,0,0,0,1,0,1,0,3,0,1.38629436111989,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,3,6,0,0,4250,3850,4250,8.35467426191846,2.2,3,0,0,5
1149,3421775315520,"weiblich",61,"allein lebend",1,3,1,0,0,30,0,0,0,0,30,0,1,"Nein",1,0,0,0,0,0,0,0,0,"ich kaufe keine Musik","","",6,"Mittlere Reife / Realschulabschluss","Angestellte/r","1.001 Euro bis 1.500 Euro",4,0,0,0,0,0,0,0,0,0,1,0,60,0,0,0,0,0.5,0.5,1,0,60,0,4.11087386417331,4.11087386417331,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,3,4,0,0,1250,1250,1250,7.13089883029635,1.6,1,0,0,5
1280,3860566187600,"weiblich",42,"allein lebend",0,0,1,0,0,5,0,2,0,0,0,0,2,"Nein",1,0,0,0,0,0,0,0,0,"ich kaufe keine Musik","","",6,"Mittlere Reife / Realschulabschluss","Angestellte/r","2.501 Euro bis 3.000 Euro",4,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0.285714285714286,0.714285714285714,0,1,0,7,0,2.07944154167984,2.07944154167984,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,3,4,0,0,2750,2550,2750,7.91935619066062,1,1,0,0,5
1461,3339423139440,"männlich",60,"allein lebend",1,1,1,0,1,36,3,3,0,0,0,0,2,"Nein",2,0,0,0,0,0,0,0,0,"Soundqualität","","",6,"Mittlere Reife / Realschulabschluss","Angestellte/r","2.001 Euro bis 2.500 Euro",3,0,0,0,0,0,0,0,0,0,1,0,42,0.0714285714285714,0,0,0.0714285714285714,0.857142857142857,0,1,0,42,0,3.76120011569356,3.76120011569356,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,3,5,0,1,2250,2250,2250,7.71868549519847,2.4,2,0,0,5
667,3730941987680,"männlich",41,"allein lebend UND in einer festen Partnerschaft",0,0,1,0,0,0,0,1,0,0,0,0,1,"Nein",5,0,0,0,0,0,0,0,0,"Atmosphäre","","",6,"Mittlere Reife / Realschulabschluss","Angestellte/r","2.001 Euro bis 2.500 Euro",5,0,0,0,0,50,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0.693147180559945,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,3,3,0,0,2250,2250,2250,7.71868549519847,4.2,5,0,0,5
558,3564421267680,"männlich",40,"in einer festen Partnerschaft zusammenlebend",1,1,1,1,0,0,10,20,0,6,0,0,2,"Nein",6,0,0,0,0,0,0,12,0,"Atmosphäre","","",6,"Master / Diplom / Magister / Staatsexamen","Angestellte/r","2.001 Euro bis 2.500 Euro",6,0,0,0,0,0,0,0,0,0,1,0,36,0.277777777777778,0.166666666666667,0,0.555555555555556,0,0,1,0,36,0,3.61091791264422,3.61091791264422,0,0,0,0,0,12,12,0,0,0,1,12,0,2.56494935746154,2.56494935746154,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,3,2,0,0,2250,2750,2250,7.71868549519847,6.6,6,0,0,5
1093,3935884723680,"männlich",52,"in einer festen Partnerschaft zusammenlebend",1,3,1,0,0,1,0,7,0,1,0,0,1,"Nein",6,0,0,0,0,0,0,0,0,"Sonstiges","","",6,"Abitur","Angestellte/r","4.501 Euro bis 5.000 Euro",4,0,0,0,0,1,0,0,0,0,1,0,9,0,0.111111111111111,0,0.777777777777778,0.111111111111111,0,1,0,9,0,2.30258509299405,2.30258509299405,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,3,4,0,0,4750,4750,4750,8.46589989702869,5,6,0,0,5
1151,3498877139920,"weiblich",52,"in einer festen Partnerschaft zusammenlebend",1,1,0,0,1,10,4,0,0,0,15,0,3,"Ja",7,20,0,20,0,0,0,0,0,"Gewohnheit","","",6,"Abitur","Angestellte/r","4.501 Euro bis 5.000 Euro",5,0,0,0,0,40,0,0,0,0,1,0,29,0.137931034482759,0,0,0,0.344827586206897,0.517241379310345,1,0,29,0,3.40119738166216,3.40119738166216,0,0,0,40,0,0,40,0,1,0,0,40,0,3.71357206670431,3.71357206670431,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,3,3,1,2,4750,2350,4750,8.46589989702869,6.6,7,0,0,5
391,3829064651200,"männlich",50,"allein lebend",0,0,0,0,1,0,0,0,0,0,0,0,7,"Nein",1,0,0,0,0,0,0,0,0,"ich kaufe keine Musik","","",6,"Mittlere Reife / Realschulabschluss","Angestellte/r","2.501 Euro bis 3.000 Euro",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,3,7,1,2,2750,2150,2750,7.91935619066062,1,1,0,0,5
-1,3830430987280,"männlich",55,"allein lebend",0,0,1,0,0,2,1,2,2,4,1,0,1,"Nein",6,0,0,0,0,0,0,69,0,"Flexibilität","","",6,"Abitur","Angestellte/r","3.001 Euro bis 3.500 Euro",2,0,0,0,0,25,0,0,0,0,1,0,12,0.0833333333333333,0.333333333333333,0.166666666666667,0.166666666666667,0.166666666666667,0.0833333333333333,1,0,12,0,2.56494935746154,2.56494935746154,0,0,0,0,0,69,69,0,0,0,1,69,0,4.24849524204936,4.24849524204936,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,3,6,0,0,3250,3250,3250,8.08641027532378,5,6,0,0,5
485,3938824203440,"männlich",29,"allein lebend",0,0,1,0,0,0,0,0,1,0,0,0,1,"Nein",1,0,0,0,0,0,0,0,0,"ich kaufe keine Musik","","",6,"Mittlere Reife / Realschulabschluss","Sonstiges","501 Euro bis 1.000 Euro",6,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0.693147180559945,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,4,2,0,0,750,750,750,6.62007320653036,2.2,1,0,0,5
475,3695580691840,"männlich",46,"in einer festen Partnerschaft zusammenlebend",1,2,1,0,0,2,0,0,2,0,1,0,2,"Nein",2,0,0,0,0,0,0,0,0,"ich kaufe keine Musik","","",6,"Mittlere Reife / Realschulabschluss","Angestellte/r","2.001 Euro bis 2.500 Euro",3,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0.4,0,0.4,0.2,1,0,5,0,1.79175946922805,1.79175946922805,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,3,5,0,0,2250,2550,2250,7.71868549519847,2.4,2,0,0,5
1685,3645968659600,"weiblich",60,"allein lebend",0,0,1,0,0,14,4,0,0,0,2,0,2,"Ja",5,0,0,0,0,0,0,0,0,"Atmosphäre","","",6,"Abitur","Hausmann / Hausfrau","1.001 Euro bis 1.500 Euro",5,0,0,0,0,0,0,0,0,0,1,0,20,0.2,0,0,0,0.7,0.1,1,0,20,0,3.04452243772342,3.04452243772342,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,3,0,0,1250,1150,1250,7.13089883029635,5,5,0,0,5
1059,3726510883360,"männlich",59,"in einer festen Partnerschaft zusammenlebend",1,4,1,0,0,10,2,1,1,0,2,0,3,"Nein",7,24,0,38,0,0,0,0,0,"Gewohnheit","","",6,"Master / Diplom / Magister / Staatsexamen","Sonstiges","3.501 Euro bis 4.000 Euro",3,0,0,0,0,30,0,0,0,0,1,0,16,0.125,0,0.0625,0.0625,0.625,0.125,1,0,16,0,2.83321334405622,2.83321334405622,0,0,0,62,0,0,62,0,1,0,0,62,0,4.14313472639153,4.14313472639153,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,1,0,4,5,0,0,3750,4650,3750,8.22951111896446,6.4,7,0,0,5
907,3832851755280,"weiblich",64,"in einer festen Partnerschaft zusammenlebend",0,0,0,0,1,2,7,0,0,0,0,0,3,"Nein",3,0,0,0,0,0,0,0,0,"ich kaufe keine Musik","","",6,"Abitur","ohne Beschäftigung","1.001 Euro bis 1.500 Euro",4,0,0,0,0,30,0,0,0,0,1,0,9,0.777777777777778,0,0,0,0.222222222222222,0,1,0,9,0,2.30258509299405,2.30258509299405,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,4,1,2,1250,1250,1250,7.13089883029635,4.2,3,0,0,5
450,3417851691760,"weiblich",52,"in einer festen Partnerschaft zusammenlebend",0,0,1,0,0,14,2,0,0,0,0,0,7,"Nein",7,0,0,0,0,0,0,0,0,"Sonstiges","","",6,"Hauptschulabschluss","Hausmann / Hausfrau","1.501 Euro bis 2.000 Euro",3,0,0,0,0,0,0,0,0,0,1,0,16,0.125,0,0,0,0.875,0,1,0,16,0,2.83321334405622,2.83321334405622,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,5,0,0,1750,1750,1750,7.46737106691756,6.6,7,0,0,5
746,3989004227360,"weiblich",67,"allein lebend",1,1,1,0,1,1,0,0,0,0,0,0,1,"Nein",1,0,0,0,0,0,0,0,0,"ich kaufe keine Musik","","",6,"Abitur","ohne Beschäftigung","1.501 Euro bis 2.000 Euro",5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0.693147180559945,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,3,0,1,1750,1050,1750,7.46737106691756,1.2,1,0,0,5
878,3401820915200,"weiblich",60,"in einer festen Partnerschaft zusammenlebend",1,2,1,0,0,25,0,0,0,0,0,0,1,"Nein",4,0,0,0,0,0,0,0,0,"Atmosphäre","","",6,"Mittlere Reife / Realschulabschluss","Angestellte/r","weniger als 500 Euro",4,0,0,0,0,0,0,0,0,0,1,0,25,0,0,0,0,1,0,1,0,25,0,3.25809653802148,3.25809653802148,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,3,4,0,0,250,1050,250,5.52146091786225,3.2,4,0,0,5
783,3339666395920,"männlich",56,"in einer festen Partnerschaft zusammenlebend",1,1,1,0,1,15,0,0,0,0,2,0,1,"Nein",4,0,0,0,0,0,0,0,0,"ich kaufe keine Musik","","",6,"Mittlere Reife / Realschulabschluss","Angestellte/r","2.001 Euro bis 2.500 Euro",2,0,0,0,0,0,0,0,0,0,1,0,17,0,0,0,0,0.88235294117647,0.117647058823529,1,0,17,0,2.89037175789616,2.89037175789616,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,3,6,0,1,2250,1950,2250,7.71868549519847,3.2,4,0,0,5
647,3403638147600,"männlich",29,"in einer festen Partnerschaft zusammenlebend",0,0,1,0,0,11,0,0,0,6,3,0,3,"Nein",3,0,0,0,0,0,0,10,0,"Flexibilität","","",6,"Master / Diplom / Magister / Staatsexamen","Angestellte/r","2.501 Euro bis 3.000 Euro",3,0,0,0,0,10,0,0,0,0,1,0,20,0,0.3,0,0,0.55,0.15,1,0,20,0,3.04452243772342,3.04452243772342,0,0,0,0,0,10,10,0,0,0,1,10,0,2.39789527279837,2.39789527279837,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,3,5,0,0,2750,2250,2750,7.91935619066062,2.8,3,0,0,5
1232,3613959771920,"weiblich",55,"allein lebend",1,2,1,0,1,7,0,0,0,0,28,0,1,"Nein",4,0,0,0,0,0,0,0,0,"ich kaufe keine Musik","","",6,"Hauptschulabschluss","Angestellte/r","501 Euro bis 1.000 Euro",5,0,0,0,0,20,0,0,0,0,1,0,35,0,0,0,0,0.2,0.8,1,0,35,0,3.58351893845611,3.58351893845611,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,3,0,1,750,750,750,6.62007320653036,2.8,4,0,0,5
548,3756349499200,"männlich",42,"in einer festen Partnerschaft zusammenlebend",1,2,0,0,0,14,0,0,0,0,0,0,1,"Nein",3,0,0,0,0,0,0,0,0,"Sonstiges","","",6,"Master / Diplom / Magister / Staatsexamen","Selbständige/r","4.501 Euro bis 5.000 Euro",6,0,0,0,0,0,0,0,0,0,1,0,14,0,0,0,0,1,0,1,0,14,0,2.70805020110221,2.70805020110221,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,1,0,0,3,2,1,1,4750,3950,4750,8.46589989702869,2.4,3,0,0,5
599,3742804227600,"männlich",57,"in einer festen Partnerschaft zusammenlebend",1,2,1,0,0,10,3,0,0,0,0,0,3,"Nein",5,0,0,0,0,0,0,0,0,"Soundqualität","","",6,"Hauptschulabschluss","Angestellte/r","1.501 Euro bis 2.000 Euro",7,0,0,0,0,10,0,0,0,0,1,0,13,0.230769230769231,0,0,0,0.769230769230769,0,1,0,13,0,2.63905732961526,2.63905732961526,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,1,0,0,1750,1550,1750,7.46737106691756,4.6,5,0,0,5
